시도명,시군구명,대형폐기물명,대형폐기물구분명,대형폐기물규격,유무료여부,수수료,관리기관명,데이터기준일자,제공기관코드,제공기관명
경상북도,청도군,안마의자,기타,,유료,3000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,유모차+보행기,기타,,유료,2000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,인형+장난감+가방,기타,,유료,1000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,자전거,기타,,유료,2000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,자전거,기타,,유료,1000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,전기장판+대자리+이불+카페트,기타,,유료,2000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,폐소화기,기타,,유료,5000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,폐소화기,기타,,유료,3000,,2025-07-03,5190000,경상북도 청도군
경상북도,청도군,화분,기타,,유료,2000,,2025-07-03,5190000,경상북도 청도군
경상북도,청송군,교자상,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,비키니옷장,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,서랍장,가구류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,서랍장,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,쇼파,가구류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,쇼파,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,식탁,가구류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,식탁(테이블),가구류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,신발장,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,씽크대,가구류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,오디오장식장,가구류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,옷걸리,가구류,,유료,1000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,의자,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,장롱,가구류,,유료,15000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,장롱,가구류,,유료,10000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,장식장,가구류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,책꽂이,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,책상,가구류,,유료,7000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,책상,가구류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,침대 받침대,가구류,,유료,8000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,침대 받침대,가구류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,침대매트리스,가구류,,유료,15000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,침대매트리스,가구류,,유료,10000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,케비넷,가구류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,파일 케비넷,가구류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,파일 케비넷,가구류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,화장대,가구류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,가스레인지,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,가스오븐,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,가스오븐,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,가습기,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,공기청정기,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,냉장고,가전제품류,,유료,8000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,냉장고,가전제품류,,유료,6000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,냉장고,가전제품류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,녹즙기(믹서기),가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,복사기,가전제품류,,유료,10000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,비디오,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,선풍기,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,세탁기,가전제품류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,에어컨,가전제품류,,유료,8000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,에어컨,가전제품류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,에어컨,가전제품류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,오디오,가전제품류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,오디오,가전제품류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,전기밥솥,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,전기스토브,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,전자레인지,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,전자올겐,가전제품류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,전화기,가전제품류,,유료,1000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,청소기,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,컴퓨터 모니터,가전제품류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,컴퓨터 본체,가전제품류,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,컴퓨터 키보드,가전제품류,,유료,1000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,탈수기,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,텔레비전,가전제품류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,텔레비전,가전제품류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,프린터기,가전제품류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,프린터기,가전제품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,나무묶음,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,다림이판,기타,,유료,1000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,문갑,기타,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,물탱크(저수조),기타,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,배기후드,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,변기,기타,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,변기,기타,,유료,10000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,보일러,기타,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,보일러,기타,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,보일러기름탱크,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,보행기,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,수도호스,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,쌀통,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,어항,기타,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,어항,기타,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,올겐,기타,,유료,4000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,욕조,기타,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,"유리(거울, 판유리)",기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,피아노,기타,,유료,15000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,항아리,기타,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,벽시계,생활용품류,,유료,5000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,벽시계,생활용품류,,유료,3000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,벽시계,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,액자,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,액자,생활용품류,,유료,1000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,유모차,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,"이불(담요, 솜이불)",생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,자전거,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,장판,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,전기담요,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,화분,생활용품류,,유료,2000,,2025-07-31,5160000,경상북도 청송군
경상북도,청송군,화분,생활용품류,,유료,1000,,2025-07-31,5160000,경상북도 청송군
경상북도,포항시,매트리스,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,매트리스,가구류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,매트리스,가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,문갑,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,문갑,가구류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,서랍장,가구류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,서랍장,가구류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쇼파,가구류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쇼파,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쇼파,가구류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쇼파,가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,신발장,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,신발장,가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,옷걸이,가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,의자,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,의자,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,의자,가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장롱,가구류,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장롱,가구류,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장롱,가구류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장식장,가구류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장식장,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,차탁자(응접세트),가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,차탁자(응접세트),가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,차탁자(응접세트),가구류,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책꽂이,가구류,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책상,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책상,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책상,가구류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책장,가구류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책장,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,책장,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,침대,가구류,,유료,30000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,침대,가구류,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,침대,가구류,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,침대,가구류,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,침대,가구류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,침대,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,캐비넷,가구류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,캐비넷,가구류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,화장대,가구류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,화장대,가구류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,TV대,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가습기,가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가습기,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,공기청정기,가전제품류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,공기청정기,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,김치냉장고,가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,김치냉장고,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,냉장고,가전제품류,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,냉장고,가전제품류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,냉장고,가전제품류,,유료,8000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,냉장고,가전제품류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,다리미,가전제품류,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,라디오+녹음기,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,러닝머신,가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,러닝머신,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,믹서기,가전제품류,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,비디오,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,선풍기,가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,선풍기,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,세탁기,가전제품류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,세탁기,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,스피커,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,스피커,가전제품류,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,에어컨(온풍기),가전제품류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,에어컨(온풍기),가전제품류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,에어컨(온풍기),가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,에어컨(온풍기),가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,자동판매기,가전제품류,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,자동판매기,가전제품류,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전기장판,가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전기장판,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전기장판,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전기장판,가전제품류,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전자오락기(게임기),가전제품류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전자오락기(게임기),가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전축(오디오),가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전축(오디오),가전제품류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전축케이스,가전제품류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전축케이스,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,전화기,가전제품류,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,청소기,가전제품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,청소기,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,커피메이트,가전제품류,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,컴퓨터,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,컴퓨터,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,컴퓨터,가전제품류,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,탈수기,가전제품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,텔레비전,가전제품류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,텔레비전,가전제품류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,텔레비전,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,프린터기,가전제품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가방류,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가방류,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가방류,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,간판,기타,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,간판,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,개집,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,거울(액자),기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,거울(액자),기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,거울(액자),기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,고무통,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,고무통,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,고무통,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,금고,기타,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,금고,기타,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,기름탱크,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,기름탱크,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,난로,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,다림이판,기타,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,당구대,기타,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,대자리,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,대자리,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,드럼통,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,등류,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,등류,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,마네킹,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,마대,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,목재류,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,목재류,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,목재류,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,목재류,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,목재류,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,문(짝),기타,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,문(짝),기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,물탱크(저수조),기타,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,물탱크(저수조),기타,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,방충망,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,벽시계,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,벽시계,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,벽시계,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,변기,기타,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,변기,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,병풍(블라인드),기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,보일러,기타,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,보일러,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,복사기,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,빨래건조대,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,세면기,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,소화기,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,소화기,기타,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,수족관,기타,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,수족관,기타,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,수족관,기타,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,스키(보드),기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쓰레기통,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쓰레기통,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쓰레기통,기타,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,아이스박스,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,욕조,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,욕조,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,유모차(보행기),기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,이불,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,이불,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,자석요(옥매트),기타,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,자석요(옥매트),기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,자전거,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,자전거,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장난감류,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장난감류,기타,,유료,1000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,장판,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,재봉틀,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,정화조,기타,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,정화조,기타,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,칠판(게시판),기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,카페트,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,카페트,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,탁구대,기타,,유료,10000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,텐트,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,텐트,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,텔레비전(TV)대,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,팩시밀리,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,평상,기타,,유료,8000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,평상,기타,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,피아노,기타,,유료,20000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,피아노,기타,,유료,15000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,피아노,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,항아리,기타,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,항아리,기타,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,항아리,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,화분,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,화분,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,환풍기,기타,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,환풍기,기타,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,휠체어,기타,,유료,8000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,휠체어,기타,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가스오븐렌지,생활용품류,,유료,6000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,가스오븐렌지,생활용품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,상,생활용품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,상,생활용품류,,유료,2000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,식기건조기(세척기),생활용품류,,유료,4000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,식탁,생활용품류,,유료,12000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,식탁,생활용품류,,유료,8000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,식탁,생활용품류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,식탁,생활용품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,쌀통,생활용품류,,유료,3000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,씽크대,생활용품류,,유료,7000,,2025-04-08,5020000,경상북도 포항시
경상북도,포항시,씽크대,생활용품류,,유료,5000,,2025-04-08,5020000,경상북도 포항시
